STCOFIPS,fips-int,CountyName,State,totalfertN-kg-1987,totalfertN-kg-1992,totalfertN-kg-1997,totalfertN-kg-2002,totalfertN-kg-2007,totalfertN-kg-2012,totalfertN-kg-2017,totalfertP-kg-1987,totalfertP-kg-1992,totalfertP-kg-1997,totalfertP-kg-2002,totalfertP-kg-2007,totalfertP-kg-2012,totalfertP-kg-2017
37033,37033,Caswell,NC,1206336,1044861,1474843,864545,809847,573412,913410,246513,226897,310402,248880,179404,164781,194326
37035,37035,Catawba,NC,956894,1071917,1489510,761498,1250570,773091,1158041,205599,236492,320258,216493,301657,221071,260517
37037,37037,Chatham,NC,1125596,836073,1018495,724220,948308,630170,1231426,231029,182079,215448,208018,214332,180858,240651
37039,37039,Cherokee,NC,185290,387631,242010,100907,213448,139825,278745,38777,84416,51538,28798,49564,40083,50731
37041,37041,Chowan,NC,1489150,1878654,1951361,1421196,2547918,1958794,2321725,303673,407535,410246,409387,558250,563174,460337
37043,37043,Clay,NC,215962,159112,166371,76273,81174,74077,143580,44275,34617,35174,21882,18772,21255,28171
37045,37045,Cleveland,NC,1203761,1201257,1304423,1103125,1528253,1054461,1706479,251810,262963,278370,316225,349140,302557,346179
37047,37047,Columbus,NC,4824833,5574397,5106322,3609875,3875864,3522603,3494727,984028,1209336,1073906,1039690,852489,1012654,758556
37049,37049,Craven,NC,2215784,2735156,3315593,1690064,2715752,1936695,2355008,456380,595051,699900,485668,606652,556266,530991
37051,37051,Cumberland,NC,2365424,2362338,2374413,1599110,1962614,1650230,1608834,509538,522677,517069,454103,490630,471715,369680
37053,37053,Currituck,NC,1120590,1284433,1661003,843392,822074,1377554,1402587,228606,278713,349328,242810,182349,395989,283540
37055,37055,Dare,NC,104275,95333,116047,67571,68333,69843,116951,22324,21157,25343,19056,18878,19909,26720
37057,37057,Davidson,NC,1506081,1257827,1314481,939637,1311405,966951,1197666,317323,276743,283324,267998,313850,276842,238526
37059,37059,Davie,NC,1092275,1090565,1089459,789606,957017,798721,1283992,224028,237109,230086,226999,214767,229417,241606
37061,37061,Duplin,NC,5551181,6973015,7420018,4734294,6051057,4760162,5535813,1131049,1512314,1559471,1363769,1327755,1368486,1247245
37063,37063,Durham,NC,504919,627601,824708,566393,618639,449694,546335,123359,144235,188147,157184,195888,126369,123601
37065,37065,Edgecombe,NC,3787719,4277898,5341875,2893943,3753670,2433685,3439369,774497,928715,1123906,833230,827055,699494,734834
37067,37067,Forsyth,NC,976603,1146703,1596818,1050200,1210299,865073,954820,230904,260365,356449,294650,344922,245074,220551
37069,37069,Franklin,NC,1714705,2230786,2334667,1407548,2238074,1624542,1428956,350897,484413,491866,404933,496334,466783,332913
37071,37071,Gaston,NC,659460,637225,803754,475938,630289,356220,695375,153569,145166,180693,132761,179957,100546,146104
37073,37073,Gates,NC,1527469,2027024,2242260,1143774,1710617,1240084,1623154,311031,439540,471068,329521,374696,356538,341937
37075,37075,Graham,NC,52326,73850,65379,30954,37574,16119,52646,10975,16129,13933,8846,8951,4602,9772
37077,37077,Granville,NC,1340184,1393276,1592030,835642,1041691,704907,1242721,274882,302898,335909,240117,234903,202359,270702
37079,37079,Greene,NC,3067788,4271129,3735734,2269751,2686342,2212781,3107018,624734,926147,784999,653875,589174,636175,699380
37081,37081,Guilford,NC,2336973,2718633,2914627,1923726,2592832,1556898,2328145,514151,604103,639082,543883,673124,442739,509981
37083,37083,Halifax,NC,3992308,4540856,5088427,2674171,3267439,3379576,4504771,815375,985561,1070498,769945,720063,971528,847999
37085,37085,Harnett,NC,3150949,4133553,3583760,2087095,2794406,2668282,2922163,645480,897832,756113,599933,626132,766450,634706
37087,37087,Haywood,NC,595340,580344,722200,403980,552467,303617,523897,124239,126936,153657,115663,128159,86982,100079
37089,37089,Henderson,NC,1303995,1096326,1141243,875984,1146917,840770,1331107,270732,239844,243830,250772,267965,240963,240829
37091,37091,Hertford,NC,1748506,1955381,2212451,1320139,1751639,1863148,2665401,356964,424329,465309,380160,385276,535629,644913
37093,37093,Hoke,NC,1221775,1612104,1406076,956578,1056994,1010478,916712,249784,349955,296325,275195,236347,290269,191467
37095,37095,Hyde,NC,2291798,2924582,3861676,2689053,2646884,2750830,3426608,466189,633999,810906,774920,578388,790983,696132
37097,37097,Iredell,NC,2406027,2211899,3217225,1736196,2409840,2098046,2202013,496384,482222,680764,498067,551743,602110,504621
37099,37099,Jackson,NC,157575,119904,217962,176444,258302,129852,276441,33598,26568,46836,50427,60917,37134,52639
37101,37101,Johnston,NC,6179535,7396379,6836125,4398356,6391292,5380043,5877045,1261997,1605447,1439918,1265420,1419905,1545835,1344369
37103,37103,Jones,NC,1530874,1986575,2358694,1772019,1761473,1843156,2457910,311684,430759,495489,510589,385486,529962,558004
37105,37105,Lee,NC,645759,917084,1000898,466173,668580,591680,805435,134529,200005,212396,133465,154554,169725,160962
37107,37107,Lenoir,NC,3829089,5118281,5871526,3275733,5179518,3408719,3271098,783184,1111035,1235448,943125,1139545,979816,663565
37109,37109,Lincoln,NC,952489,820356,863119,784303,937497,644749,936712,197469,179367,184128,224875,216967,184830,210399
37111,37111,McDowell,NC,274810,313167,291540,143869,350702,409965,424715,58237,68722,62758,40879,82194,117643,90000
37113,37113,Macon,NC,226440,321394,306839,293416,226263,118024,173291,47299,70143,65338,84195,53083,33778,35393
37115,37115,Madison,NC,684811,672567,743510,434568,442403,126652,296496,140147,146107,156677,125023,98654,36330,54185
37117,37117,Martin,NC,3316039,3717873,3902352,2545034,3459772,3240111,3724022,675790,806404,820204,733167,758131,931585,833787
37119,37119,Mecklenburg,NC,981305,1220734,2460200,1547241,3048644,1598074,2530779,263580,290944,569031,423601,915558,420362,548999
37121,37121,Mitchell,NC,150191,190789,192739,213147,169867,62870,103734,31427,41673,41003,61228,38895,18004,23109
37123,37123,Montgomery,NC,395087,356341,265703,265826,483153,391945,483894,81649,77710,56605,76297,108422,112579,99281
37125,37125,Moore,NC,1006340,1369005,1637625,563626,746264,465118,958642,208323,298206,346626,161324,174318,133222,191285
37127,37127,Nash,NC,3496100,5241620,4805401,3058811,3588597,2909447,4281854,716495,1138354,1012829,880093,797694,835999,864808
37129,37129,New Hanover,NC,232941,244283,432670,291077,473305,264149,352041,61279,58464,101923,79506,151800,73694,78027
37131,37131,Northampton,NC,2957385,3412399,4489170,2155732,3330403,2883560,3676862,602491,740061,943208,621033,729480,829077,757747
37133,37133,Onslow,NC,1719613,2087502,2063574,1331000,1523843,1379326,1300909,361637,456824,440338,380952,358626,395350,299295
37135,37135,Orange,NC,1538637,1050733,1324480,802066,1256595,752007,1151158,320748,230921,284138,228910,297185,215166,247346
37137,37137,Pamlico,NC,1377477,1661169,2181897,1234600,1952969,1473411,1350331,280647,360282,458465,355667,427734,423625,300031
37139,37139,Pasquotank,NC,2974529,3237069,3585808,2617890,3454347,2411451,2984509,607170,702550,754434,753887,760402,693150,625084
37141,37141,Pender,NC,1309018,1816136,1828374,1245347,1901582,1587425,1194254,267464,394223,385056,358420,420523,456210,245739
37143,37143,Perquimans,NC,1859955,2195816,3278417,2135894,2677672,2936359,3034806,378743,476167,688681,615417,586117,844286,675330
37145,37145,Person,NC,1185778,1499168,1829151,1050289,1234520,1152715,1615604,243043,325668,385330,302193,274436,331252,370975
37147,37147,Pitt,NC,5289224,6168473,7786083,4692576,5660591,5005676,5284728,1083735,1340391,1640922,1349964,1262157,1438137,1094025
37149,37149,Polk,NC,248033,235254,288594,282010,280889,139646,324273,51284,51321,61224,81032,63767,40052,65627
37151,37151,Randolph,NC,1812562,1605211,1698130,1044854,1671215,997237,1936143,376257,350971,362089,298954,385800,285841,429633
37153,37153,Richmond,NC,658596,923753,632990,410896,349724,457366,444749,137002,201315,134708,117776,82189,131267,90154
37155,37155,Robeson,NC,6526192,7159708,7722231,5978630,6951365,5587742,6411782,1334654,1554723,1626371,1721117,1536268,1605939,1286986
37157,37157,Rockingham,NC,1667102,1547499,1945798,1095583,1331831,858138,1240672,345793,337857,412654,314256,304506,246181,319037
37159,37159,Rowan,NC,1619040,1574958,2228324,1440049,2835535,2100088,3427754,338486,344918,474300,412559,642094,602885,675137
37161,37161,Rutherford,NC,579068,429610,528009,402170,534593,264354,445297,121693,94562,113319,115000,125552,75634,92294
37163,37163,Sampson,NC,6962754,8550835,9287758,6786524,8866067,6817637,8695937,1418540,1854503,1951982,1955063,1943255,1960098,1781112
37165,37165,Scotland,NC,993827,1203326,1038620,717562,1044161,929959,1054852,204477,261688,219509,206286,232822,267208,220482
37167,37167,Stanly,NC,1910367,1708572,2075406,1125175,2143252,1501108,1964050,392272,371761,438207,323359,476585,431274,447611
37169,37169,Stokes,NC,1074035,1385477,1411796,1051791,988495,467454,899146,220780,301220,298079,302496,221896,134162,197625
37171,37171,Surry,NC,2285081,2595272,2870231,1582476,2006018,2118906,3131152,469133,564196,605547,454964,448236,608855,695879
37173,37173,Swain,NC,50881,46102,53156,37661,44596,20701,38421,10826,10172,11477,10736,10901,5902,8581
37175,37175,Transylvania,NC,199474,143395,189243,141922,259654,169252,285015,42154,31653,40748,40523,60561,43007,50357
37177,37177,Tyrrell,NC,1894734,1973878,2083095,1972624,3079245,1519349,1743272,385406,427908,437445,568461,672766,436875,380017
37179,37179,Union,NC,2964559,2799794,3360040,2190036,3304513,2836885,3978622,608820,609315,710480,628732,753832,814147,813237
37181,37181,Vance,NC,936824,1128479,971696,526377,508489,391586,1123329,193538,245702,205880,150999,117628,112317,201496
37183,37183,Wake,NC,3030090,3507646,4633878,2420488,2807945,2262336,3304541,658422,779105,1012536,679978,818113,640005,655864
37185,37185,Warren,NC,936028,802863,923626,1079924,645117,420335,672342,191231,174360,194506,311007,142975,120779,140177
37187,37187,Washington,NC,3057456,2877234,4211571,2724613,3536036,2726218,2772086,622442,623935,884678,785070,773453,783871,571402
37189,37189,Watauga,NC,424832,428223,481235,372551,347522,242658,341163,89022,93822,102824,106701,82944,69452,63736
37191,37191,Wayne,NC,4741893,4947129,6439008,3434765,5757186,4276671,5209280,972778,1075554,1357463,987931,1276221,1228903,1158636
37193,37193,Wilkes,NC,829329,997807,1093164,571671,676268,485846,956055,172581,217663,231889,163862,156181,139342,202102
37195,37195,Wilson,NC,4154626,4242253,4634792,2718038,4398584,3254670,5520489,850234,921532,976514,782036,973018,935320,1039538
37197,37197,Yadkin,NC,2072655,2415714,2847720,2012256,2622865,1656725,1923558,423489,524389,599298,579381,577787,476177,419894
37199,37199,Yancey,NC,298516,508089,338521,188233,238834,127043,210729,61593,110451,71635,54038,54088,36452,46867
38001,38001,Adams,ND,1893381,1324839,3925781,3790242,6314884,7431417,9507098,360218,245046,526287,575977,1134097,1264936,1408393
38003,38003,Barnes,ND,9779999,14568823,18465645,16495308,16106082,20611864,24472337,1860549,2688869,2476873,2510730,2890429,3510299,4227342
38005,38005,Benson,ND,5333264,6819774,12620991,11171888,11911087,14305252,14305753,1014473,1258742,1691645,1698487,2138309,2435759,2292943
38007,38007,Billings,ND,363766,276780,1069958,985499,1211503,1775374,1241259,69245,51253,143411,149718,217561,302215,223948
38009,38009,Bottineau,ND,7399875,8041104,15920731,16271031,16753203,16547795,20869318,1406971,1483919,2133189,2470157,3008480,2817191,3633561
38011,38011,Bowman,ND,1801011,1224266,3730527,4666089,4992435,6596348,5174916,342815,226635,500385,709094,896318,1123063,812175
38013,38013,Burke,ND,1960710,2381754,6538589,6729280,7944791,6687504,8357373,372985,439519,875573,1020449,1427083,1138304,1328123
38015,38015,Burleigh,ND,2578406,2527749,5182128,5131144,6653264,11153568,9094508,518964,511869,753902,920108,1153842,1942176,1442282
38017,38017,Cass,ND,19105887,25393762,32049581,28185591,28862754,40574338,34825261,3683334,4768162,4409827,4563975,5096623,6998815,5743213
38019,38019,Cavalier,ND,13519798,17142702,21410338,19712083,24215887,27881362,23823555,2567884,3159286,2866327,2988479,4350027,4744877,4099517
38021,38021,Dickey,ND,5128272,7396381,10304948,10303706,13035225,15123671,15871175,975347,1364607,1381269,1565833,2340620,2574630,2568819
38023,38023,Divide,ND,1998448,1410939,8363145,7235118,8934684,5351911,9167596,380006,260686,1119640,1097039,1604928,911049,1541369
38025,38025,Dunn,ND,2137782,2105604,5087521,4590117,5899587,6413224,6299853,406695,388967,681897,697609,1059324,1091980,1052052
38027,38027,Eddy,ND,2037913,2699515,4058472,2807166,3798336,5866740,5821480,387670,498284,544255,427618,681822,998787,974057
38029,38029,Emmons,ND,3925706,2814567,7647270,7398700,9210009,10229388,12644720,746393,519963,1024815,1123686,1653997,1741246,1973099
38031,38031,Foster,ND,3559969,5353565,7593984,5773076,7357539,7608244,8379586,677001,987586,1017779,877913,1320969,1295435,1406277
38033,38033,Golden Valley,ND,1429420,1546747,3524801,3440550,3817271,4277126,3955604,271826,285466,472266,522313,685532,728098,612828
38035,38035,Grand Forks,ND,16277496,21992917,25145136,21911569,22818397,28851794,25827581,3128137,4107782,3431771,3451493,4064349,4943120,4310677
38037,38037,Grant,ND,2702304,2235077,4727768,4435364,5888553,8957362,6555956,513782,412658,633521,673553,1057544,1524514,1120320
38039,38039,Griggs,ND,3623930,5489924,5982110,4863385,5478468,7242085,9441364,688805,1012300,801536,738779,983741,1232784,1490026
38041,38041,Hettinger,ND,4601015,4731337,9834157,9113628,11211099,14659638,12341909,874225,872440,1316682,1381930,2013793,2494869,1912777
38043,38043,Kidder,ND,1546489,1156201,2760105,4709269,4867863,6692965,6470415,294327,213946,370302,714968,874137,1139265,1102256
38045,38045,LaMoure,ND,5574050,7955655,12259535,13148643,12140215,16491068,18720638,1059603,1467257,1642230,1995134,2180184,2806928,3230534
38047,38047,Logan,ND,2234557,1566073,3699178,3797583,5369778,6712661,6654187,424860,289333,495789,576734,964384,1142537,1158128
38049,38049,McHenry,ND,4416581,3588424,9848574,8838220,9642185,10437950,11281220,840120,663101,1320092,1343279,1731203,1777308,1791536
38051,38051,McIntosh,ND,1772923,1272462,4283714,5772797,6384722,6159377,6299719,337629,235772,574616,876968,1146467,1048617,1052918
38053,38053,McKenzie,ND,2982574,3821581,6275807,7867844,7050666,6632625,8689601,567757,705728,841715,1195663,1265598,1130272,1327011
38055,38055,McLean,ND,5941668,5621484,13502302,17315806,18720615,21954286,18512931,1130871,1039145,1810605,2630321,3361369,3737782,3214066
38057,38057,Mercer,ND,1367682,1432341,2843283,3291612,3669218,5747673,4385403,263198,268200,385440,508463,656667,980449,664939
38059,38059,Morton,ND,3005235,3487762,6701492,8412012,6931233,11800007,12190127,579430,654791,912320,1308889,1235608,2017719,1910809
38061,38061,Mountrail,ND,3224884,3012984,10707865,10983703,14017163,11867961,14542434,614041,557372,1435368,1668989,2516771,2021521,2252850
38063,38063,Nelson,ND,6193267,9074172,9497336,8014729,8055509,7934514,11177198,1176803,1672795,1272218,1216667,1446587,1350748,1835673
38065,38065,Oliver,ND,1017500,1048000,1931606,2262021,2972686,4426606,3614939,193733,193773,259278,344146,533694,753576,582458
38067,38067,Pembina,ND,15652816,18259828,19877289,20108859,20144392,26512640,22413755,2974272,3367086,2663928,3054137,3617129,4513173,3813213
38069,38069,Pierce,ND,3262784,3610155,7568565,6803236,7829910,10139636,9377644,620829,666769,1014670,1034498,1405701,1726351,1540620
38071,38071,Ramsey,ND,7243555,9537133,12788147,12220118,14811982,15303823,16389495,1379234,1762633,1718046,1865014,2657644,2607484,2707745
38073,38073,Ransom,ND,6342796,7571160,10770435,9041042,7873107,9897109,15044588,1205824,1396980,1443915,1375526,1412860,1685503,2466830
38075,38075,Renville,ND,3564155,4098920,10378281,10357285,12039925,11071078,13151448,677386,755928,1389457,1570302,2162703,1884311,2223588
38077,38077,Richland,ND,17254088,20244743,24152567,28882812,27542616,32928588,27652152,3281972,3737963,3242747,4396752,4942793,5608147,4689564
38079,38079,Rolette,ND,2943702,3733897,6552915,5154978,7072287,7739122,9249699,563542,694756,885683,800452,1265519,1321994,1398839
38081,38081,Sargent,ND,5672244,7537929,10364563,10580671,12201299,14501851,16545156,1078004,1390033,1388668,1606344,2191157,2468474,2638175
38083,38083,Sheridan,ND,2474161,2225403,5467082,4923290,5466414,8050797,9544901,470136,410473,731978,746540,981906,1370066,1569042
38085,38085,Sioux,ND,757544,363508,1204289,854754,1600904,2478286,3157552,144687,68335,162808,133303,286618,422716,475739
38087,38087,Slope,ND,1604074,1291389,3378927,3353126,4917358,5663691,5103647,304636,238027,452218,508058,883417,963787,844706
38089,38089,Stark,ND,3234560,2703859,6881937,8367752,9657402,13691081,11174203,623811,511322,936549,1300504,1725932,2339983,1604774
38091,38091,Steele,ND,6836756,8628942,10572428,10099354,11119452,13691519,14493376,1298353,1590009,1415285,1530899,1997413,2330054,2330281
38093,38093,Stutsman,ND,9580551,11889822,17048203,13487497,17456675,24002027,25545558,1826423,2200525,2293254,2069287,3129635,4090415,4450845
38095,38095,Towner,ND,5739233,6908649,11485283,8969431,12886137,15425005,13993896,1090350,1273563,1537667,1360295,2314796,2625048,2261362
38097,38097,Traill,ND,11519890,14072367,16527657,16340329,17333446,19016191,19848146,2189682,2595951,2215995,2484492,3111575,3238129,3323398
38099,38099,Walsh,ND,17025413,24859546,23266405,22453123,20522382,26192540,23948264,3236660,4585274,3120125,3414293,3683632,4460022,4070830
38101,38101,Ward,ND,8115391,8410381,21340166,18395351,20117969,19991842,21676421,1569157,1587997,2903357,2886426,3587687,3430584,3717576
38103,38103,Wells,ND,6690274,8528262,13987854,10087888,12705419,14477432,16315958,1271641,1572798,1873592,1531890,2281774,2464320,2723242
38105,38105,Williams,ND,2699350,2612060,8391623,13785468,12387213,11354105,14944204,520604,491342,1134520,2111671,2218790,1940935,2311819
39001,39001,Adams,OH,2575436,1843483,2283707,2279465,1923477,1717621,2279760,531101,339352,445754,418304,377919,320350,399303
39003,39003,Allen,OH,5624630,5311830,6232924,6509029,5478202,5331928,6544322,1166749,979949,1220429,1194398,1070769,994739,1170652
39005,39005,Ashland,OH,3691645,3095633,3865938,3869690,3175252,2943168,3759393,762586,570241,755364,710109,622464,548998,678631
39007,39007,Ashtabula,OH,2525985,2017165,1677321,2472996,2576018,2682398,2844991,526798,373450,331721,453738,500137,500608,533193
39009,39009,Athens,OH,454307,484306,285342,460159,390513,264341,430176,97455,90514,58409,84388,72094,49578,79154
39011,39011,Auglaize,OH,6407134,5757608,6108971,7394079,6137539,5750267,6331348,1321118,1059490,1191991,1356907,1207730,1072351,1194133
39013,39013,Belmont,OH,571131,441248,433398,653088,382998,188693,431567,122748,82931,87809,119787,70069,35499,77392
39015,39015,Brown,OH,3547211,4556815,4547640,6289423,5579811,4357763,5886660,731710,838417,887405,1154188,1098009,812696,1019389
39017,39017,Butler,OH,3378193,2798734,2761286,3202796,2835882,2696263,3348812,725702,527167,563291,587227,511473,505629,593900
39019,39019,Carroll,OH,1118775,1018147,946102,1540943,832388,829024,1413914,231673,187726,185401,282768,162354,154682,247122
39021,39021,Champaign,OH,6057541,5099683,5643844,6598370,5692274,4606447,6142401,1248396,938248,1100877,1210889,1120480,859045,1081083
39023,39023,Clark,OH,5730833,4821342,5272497,6080323,5800939,5445901,6047131,1193031,891428,1036363,1115665,1130072,1016237,1118885
39025,39025,Clermont,OH,2694910,1666006,1514302,2581036,2576929,2527752,2304256,567402,311644,306063,473423,486872,472609,404781
39027,39027,Clinton,OH,6779651,6592383,6625943,7668805,6647894,7223520,7530575,1396975,1212641,1292228,1407330,1308798,1347019,1383418
39029,39029,Columbiana,OH,3011113,2337255,1915257,2637766,2426912,2034475,2493709,628053,432890,379151,483955,469151,379885,440732
39031,39031,Coshocton,OH,2603264,2129929,2251186,2277672,2226612,1984971,2510280,537569,392261,439870,417966,437034,370238,443641
39033,39033,Crawford,OH,7513927,6596075,6949753,8774535,7119251,7742633,8853565,1549220,1213674,1355799,1610246,1401596,1443816,1573496
